match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,0.1,0.1,Uganda,Nigeria,Raghav Dhawan,R Lutaaya,P Useni,0,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,0.2,0.2,Uganda,Nigeria,Raghav Dhawan,R Lutaaya,P Useni,1,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,0.3,0.3,Uganda,Nigeria,R Lutaaya,Raghav Dhawan,P Useni,4,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,0.4,0.4,Uganda,Nigeria,R Lutaaya,Raghav Dhawan,P Useni,2,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,0.5,0.5,Uganda,Nigeria,R Lutaaya,Raghav Dhawan,P Useni,0,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,0.6,0.6,Uganda,Nigeria,R Lutaaya,Raghav Dhawan,P Useni,0,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,1.1,1.1,Uganda,Nigeria,Raghav Dhawan,R Lutaaya,SA Okpe,4,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,1.2,1.2,Uganda,Nigeria,Raghav Dhawan,R Lutaaya,SA Okpe,0,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,1.3,1.3,Uganda,Nigeria,Raghav Dhawan,R Lutaaya,SA Okpe,4,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,1.4,1.4,Uganda,Nigeria,Raghav Dhawan,R Lutaaya,SA Okpe,0,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,1.5,1.5,Uganda,Nigeria,Raghav Dhawan,R Lutaaya,SA Okpe,0,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,1.6,1.6,Uganda,Nigeria,Raghav Dhawan,R Lutaaya,SA Okpe,2,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,2.1,2.1,Uganda,Nigeria,R Lutaaya,Raghav Dhawan,P Useni,2,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,2.2,2.2,Uganda,Nigeria,R Lutaaya,Raghav Dhawan,P Useni,0,0,,,,,,,,,,,,,
1502761,2025/26,2025-10-04,"Takashinga Sports Club, Highfield, Harare",1,2.3,2.3,Uganda,Nigeria,R Lutaaya,Raghav Dhawan,P Useni,0,0,,,,,,,caught,R Lutaaya,,,AA Jimoh,,
