match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,0.1,0.1,Sri Lanka,Netherlands,P Nissanka,FDM Karunaratne,LV van Beek,0,0,,,,,,,caught,P Nissanka,,,Saqib Zulfiqar,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,0.2,0.2,Sri Lanka,Netherlands,BKG Mendis,FDM Karunaratne,LV van Beek,0,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,0.3,0.3,Sri Lanka,Netherlands,BKG Mendis,FDM Karunaratne,LV van Beek,0,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,0.4,0.4,Sri Lanka,Netherlands,BKG Mendis,FDM Karunaratne,LV van Beek,1,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,0.5,0.5,Sri Lanka,Netherlands,FDM Karunaratne,BKG Mendis,LV van Beek,2,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,0.6,0.6,Sri Lanka,Netherlands,FDM Karunaratne,BKG Mendis,LV van Beek,0,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,1.1,1.1,Sri Lanka,Netherlands,BKG Mendis,FDM Karunaratne,R Klein,0,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,1.2,1.2,Sri Lanka,Netherlands,BKG Mendis,FDM Karunaratne,R Klein,1,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,1.3,1.3,Sri Lanka,Netherlands,FDM Karunaratne,BKG Mendis,R Klein,0,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,1.4,1.4,Sri Lanka,Netherlands,FDM Karunaratne,BKG Mendis,R Klein,4,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,1.5,1.5,Sri Lanka,Netherlands,FDM Karunaratne,BKG Mendis,R Klein,0,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,1.6,1.6,Sri Lanka,Netherlands,FDM Karunaratne,BKG Mendis,R Klein,4,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,2.1,2.1,Sri Lanka,Netherlands,BKG Mendis,FDM Karunaratne,LV van Beek,0,0,,,,,,,,,,,,,
1377767,2023,2023-06-30,"Queens Sports Club, Bulawayo",1,2.2,2.2,Sri Lanka,Netherlands,BKG Mendis,FDM Karunaratne,LV van Beek,0,0,,,,,,,,,,,,,
