match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,0.1,0.1,Australia,England,DA Warner,TM Head,CR Woakes,1,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,0.2,0.2,Australia,England,TM Head,DA Warner,CR Woakes,4,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,0.3,0.3,Australia,England,TM Head,DA Warner,CR Woakes,0,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,0.4,0.4,Australia,England,TM Head,DA Warner,CR Woakes,0,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,0.5,0.5,Australia,England,TM Head,DA Warner,CR Woakes,0,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,0.6,0.6,Australia,England,TM Head,DA Warner,CR Woakes,0,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,1.1,1.1,Australia,England,DA Warner,TM Head,DJ Willey,2,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,1.2,1.2,Australia,England,DA Warner,TM Head,DJ Willey,0,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,1.3,1.3,Australia,England,DA Warner,TM Head,DJ Willey,1,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,1.4,1.4,Australia,England,TM Head,DA Warner,DJ Willey,0,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,1.5,1.5,Australia,England,TM Head,DA Warner,DJ Willey,4,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,1.6,1.6,Australia,England,TM Head,DA Warner,DJ Willey,0,0,,,,,,,,,,,,,
1317490,2022/23,2022-11-19,Sydney Cricket Ground,1,2.1,2.1,Australia,England,DA Warner,TM Head,CR Woakes,1,0,,,,,,,,,,,,,
